[29/03/2025 13:37:15] Log: DragSickle initialized with: Harvest Radius=0.5, Layer=8, Expected layer mask=8
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 7.696958, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 17.39653, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 40.56443, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 63.43058, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 130.7029, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 159.2837, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 170.2484, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 173.6432, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 185.4615, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 161.4572, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 142.5297, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 116.5763, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 90.97623, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 49.09063, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 39.82401, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 27.52682, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 39.07558, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 52.88891, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 96.24554, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 126.871, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 143.8415, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 155.3515, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 171.4455, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 126.0239, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 128.3094, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 91.48984, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 48.01761, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 24.51533, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Current swipe speed: 0, Required: 50, Can Harvest: False
[30/03/2025 23:26:53] Log: Stopped dragging sickle
[30/03/2025 23:26:54] Log: Harvesting cooldown finished - Can harvest again
[30/03/2025 23:26:56] Log: CONGRATS YOU WON THE GAME
[01/04/2025 22:19:35] Log: DragSickle initialized with: Harvest Radius=0.5, Layer=8, Expected layer mask=8
[01/04/2025 22:19:39] Log: Started dragging sickle
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 23.08492, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 38.05105, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 58.17103, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (13.87, -2.93, 0.00) and (13.76, -2.92, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 9.286267, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 93.67065, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (13.62, -2.89, 0.00) and (13.44, -2.86, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 100.9888, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (13.44, -2.86, 0.00) and (13.27, -2.86, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 117.8624, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (13.27, -2.86, 0.00) and (13.07, -2.86, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 124.5568, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (13.07, -2.86, 0.00) and (12.85, -2.86, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 114.1933, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (12.85, -2.86, 0.00) and (12.63, -2.86, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 124.3578, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Checking for wheat between (12.63, -2.86, 0.00) and (12.40, -2.86, 0.00)
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 0, Required: 50, Can Harvest: True
[01/04/2025 22:19:39] Log: Current swipe speed: 124.5601, Required: 50, Can Harvest: True
